node1,node2,size
2983812,515777,230
2983812,1873619,230
2983812,2568069,230
2983812,963042,230
2983812,2634975,230
2983812,2741664,230
2983812,1782354,230
2983812,1143543,230
2983812,2528148,230
2568069,3380125,230
2568069,1904884,230
2568069,2983812,230
2568069,1639169,230
2568069,803165,230
2568069,3535218,230
2568069,1677446,230
2568069,3080830,230
2568069,2256190,230
2568069,2168448,230
2568069,2337170,230
2568069,3307154,230
2568069,3474059,230
2568069,515777,230
2568069,1873619,230
2568069,963042,230
2568069,2634975,230
2568069,2741664,230
2568069,1782354,230
2568069,1143543,230
2568069,2528148,230
2741664,3380125,230
2741664,1904884,230
2741664,2983812,230
2741664,1639169,230
2741664,803165,230
2741664,3535218,230
2741664,1677446,230
2741664,3080830,230
2741664,2256190,230
2741664,2168448,230
2741664,2337170,230
2741664,3307154,230
2741664,3474059,230
2741664,515777,230
2741664,1873619,230
2741664,2568069,230
2741664,963042,230
2741664,2634975,230
2741664,1782354,230
2741664,1143543,230
2741664,2528148,230
1782354,3380125,230
1782354,1904884,230
1782354,2983812,230
1782354,1639169,230
1782354,803165,230
1782354,3535218,230
1782354,1677446,230
1782354,3080830,230
1782354,2256190,230
1782354,2168448,230
1782354,2337170,230
1782354,3307154,230
1782354,3474059,230
1782354,515777,230
1782354,1873619,230
1782354,2568069,230
1782354,963042,230
1782354,2634975,230
1782354,2741664,230
1782354,1143543,230
1782354,2528148,230
1143543,3380125,230
1143543,1904884,230
1143543,2983812,230
1143543,1639169,230
1143543,803165,230
1143543,3535218,230
1143543,1677446,230
1143543,3080830,230
1143543,2256190,230
1143543,2168448,230
1143543,2337170,230
1143543,3307154,230
1143543,3474059,230
1143543,515777,230
1143543,1873619,230
1143543,2568069,230
1143543,963042,230
1143543,2634975,230
1143543,2741664,230
1143543,1782354,230
1143543,2528148,230
515777,3380125,230
515777,1904884,230
515777,2983812,230
515777,1639169,230
515777,803165,230
515777,3535218,230
515777,1677446,230
515777,3080830,230
515777,2256190,230
515777,2168448,230
515777,2337170,230
515777,3307154,230
515777,3474059,230
515777,1873619,230
515777,2568069,230
515777,963042,230
515777,2634975,230
515777,2741664,230
515777,1782354,230
515777,1143543,230
515777,2528148,230
2736525,3866857,220
3841597,2177839,220
3841597,3738921,220
3841597,4184965,220
3841597,896840,220
3841597,1100572,220
3841597,2242503,220
3841597,2444711,220
3841597,2954977,220
2523239,4021325,220
3373068,3738921,220
3373068,3114413,220
3373068,377387,220
3373068,3866857,220
3373068,4184965,220
3373068,2079856,220
3373068,1262713,220
3373068,3197190,220
3373068,567662,220
3373068,4021325,220
3373068,2242503,220
3373068,1000886,220
3373068,2444711,220
3373068,2954977,220
3197190,3738921,220
3197190,3114413,220
3197190,377387,220
3197190,3866857,220
3197190,4184965,220
3197190,2079856,220
3197190,1262713,220
3197190,567662,220
3197190,4021325,220
3197190,2242503,220
3197190,3373068,220
3197190,1000886,220
3197190,2444711,220
3197190,2954977,220
567662,3114413,220
567662,377387,220
567662,3866857,220
567662,1262713,220
567662,3197190,220
567662,3373068,220
4021325,3738921,220
4021325,3114413,220
4021325,377387,220
4021325,3866857,220
4021325,4184965,220
4021325,2079856,220
4021325,1262713,220
4021325,3197190,220
4021325,2523239,220
4021325,2242503,220
4021325,3373068,220
4021325,1000886,220
4021325,2444711,220
4021325,2954977,220
1100572,2177839,220
1100572,3738921,220
1100572,4184965,220
1100572,896840,220
1100572,3841597,220
1100572,2242503,220
1100572,2444711,220
1100572,2954977,220
377387,3738921,220
377387,3114413,220
377387,3866857,220
377387,4184965,220
377387,2079856,220
377387,1262713,220
377387,3197190,220
377387,567662,220
377387,4021325,220
377387,2242503,220
377387,3373068,220
377387,1000886,220
377387,2444711,220
377387,2954977,220
3866857,3738921,220
3866857,3114413,220
3866857,377387,220
3866857,4184965,220
3866857,2079856,220
3866857,1262713,220
3866857,3197190,220
3866857,2736525,220
3866857,567662,220
3866857,4021325,220
3866857,2242503,220
3866857,3373068,220
3866857,1000886,220
3866857,2444711,220
3866857,2954977,220
3738921,2177839,220
3738921,2743755,220
3738921,3114413,220
3738921,377387,220
3738921,3866857,220
3738921,4184965,220
3738921,2079856,220
3738921,1262713,220
3738921,3197190,220
3738921,896840,220
3738921,4021325,220
3738921,1100572,220
3738921,3841597,220
3738921,2242503,220
3738921,3373068,220
3738921,1000886,220
3738921,2444711,220
3738921,2954977,220
2743755,3738921,220
2743755,4184965,220
2743755,2079856,220
2743755,2242503,220
2743755,2444711,220
2743755,2954977,220
3114413,3738921,220
3114413,377387,220
3114413,3866857,220
3114413,4184965,220
3114413,2079856,220
3114413,1262713,220
3114413,3197190,220
3114413,567662,220
3114413,4021325,220
3114413,2242503,220
3114413,3373068,220
3114413,1000886,220
3114413,2444711,220
3114413,2954977,220
2177839,3738921,220
2177839,4184965,220
2177839,896840,220
2177839,1100572,220
2177839,3841597,220
2177839,2242503,220
2177839,2444711,220
2177839,2954977,220
4184965,2177839,220
4184965,3738921,220
4184965,2743755,220
4184965,3114413,220
4184965,377387,220
4184965,3866857,220
4184965,2079856,220
4184965,1262713,220
4184965,3197190,220
4184965,896840,220
4184965,4021325,220
4184965,1100572,220
4184965,3841597,220
4184965,2242503,220
4184965,3373068,220
4184965,1000886,220
4184965,2444711,220
4184965,2954977,220
2079856,3738921,220
2079856,2743755,220
2079856,3114413,220
2079856,377387,220
2079856,3866857,220
2079856,4184965,220
2079856,1262713,220
2079856,3197190,220
2079856,4021325,220
2079856,2242503,220
2079856,3373068,220
2079856,1000886,220
2079856,2444711,220
2079856,2954977,220
2242503,2177839,220
2242503,3738921,220
2242503,2743755,220
2242503,3114413,220
2242503,377387,220
2242503,3866857,220
2242503,4184965,220
2242503,2079856,220
2242503,1262713,220
2242503,3197190,220
2242503,896840,220
2242503,4021325,220
2242503,1100572,220
2242503,3841597,220
2242503,3373068,220
2242503,1000886,220
2242503,2444711,220
2242503,2954977,220
2954977,2177839,220
2954977,3738921,220
2954977,2743755,220
2954977,3114413,220
2954977,377387,220
2954977,3866857,220
2954977,4184965,220
2954977,2079856,220
2954977,1262713,220
2954977,3197190,220
2954977,896840,220
2954977,4021325,220
2954977,1100572,220
2954977,3841597,220
2954977,2242503,220
2954977,3373068,220
2954977,1000886,220
2954977,2444711,220
1262713,3738921,220
1262713,3114413,220
1262713,377387,220
1262713,3866857,220
1262713,4184965,220
1262713,2079856,220
1262713,3197190,220
1262713,567662,220
1262713,4021325,220
1262713,2242503,220
1262713,3373068,220
1262713,1000886,220
1262713,2444711,220
1262713,2954977,220
896840,2177839,220
896840,3738921,220
896840,4184965,220
896840,1100572,220
896840,3841597,220
896840,2242503,220
896840,2444711,220
896840,2954977,220
1000886,3738921,220
1000886,3114413,220
1000886,377387,220
1000886,3866857,220
1000886,4184965,220
1000886,2079856,220
1000886,1262713,220
1000886,3197190,220
1000886,4021325,220
1000886,2242503,220
1000886,3373068,220
1000886,2444711,220
1000886,2954977,220
2444711,2177839,220
2444711,3738921,220
2444711,2743755,220
2444711,3114413,220
2444711,377387,220
2444711,3866857,220
2444711,4184965,220
2444711,2079856,220
2444711,1262713,220
2444711,3197190,220
2444711,896840,220
2444711,4021325,220
2444711,1100572,220
2444711,3841597,220
2444711,2242503,220
2444711,3373068,220
2444711,1000886,220
2444711,2954977,220
29625,1367218,210
29625,4144154,210
29625,2429175,210
29625,4222885,210
29625,3892154,210
29625,3222995,210
29625,719905,210
29625,604755,210
29625,998516,210
29625,186118,210
29625,1843945,210
29625,2398788,210
29625,2813622,210
29625,3424823,210
29625,241121,210
29625,2285578,210
29625,1535154,210
29625,2001572,210
29625,1437053,210
29625,3441728,210
1367218,29625,210
1367218,4144154,210
1367218,2429175,210
1367218,4222885,210
1367218,3892154,210
1367218,3222995,210
1367218,719905,210
1367218,604755,210
1367218,998516,210
1367218,186118,210
1367218,1843945,210
1367218,2398788,210
1367218,2813622,210
1367218,3424823,210
1367218,241121,210
1367218,2285578,210
1367218,1535154,210
1367218,2001572,210
1367218,1437053,210
1367218,3441728,210
3424823,29625,210
3424823,1367218,210
3424823,4144154,210
3424823,2429175,210
3424823,4222885,210
3424823,3892154,210
3424823,3222995,210
3424823,719905,210
3424823,604755,210
3424823,998516,210
3424823,186118,210
3424823,1843945,210
3424823,2398788,210
3424823,2813622,210
3424823,241121,210
3424823,2285578,210
3424823,1535154,210
3424823,2001572,210
3424823,1437053,210
3424823,3441728,210
2001572,29625,210
2001572,1367218,210
2001572,4144154,210
2001572,2429175,210
2001572,4222885,210
2001572,3892154,210
2001572,3222995,210
2001572,719905,210
2001572,604755,210
2001572,998516,210
2001572,186118,210
2001572,1843945,210
2001572,2398788,210
2001572,2813622,210
2001572,3424823,210
2001572,241121,210
2001572,2285578,210
2001572,1535154,210
2001572,1437053,210
2001572,3441728,210
4222885,29625,210
4222885,1367218,210
4222885,4144154,210
4222885,2429175,210
4222885,3892154,210
4222885,3222995,210
4222885,719905,210
4222885,604755,210
4222885,998516,210
4222885,186118,210
4222885,1843945,210
4222885,2398788,210
4222885,2813622,210
4222885,3424823,210
4222885,241121,210
4222885,2285578,210
4222885,1535154,210
4222885,2001572,210
4222885,1437053,210
4222885,3441728,210
3892154,29625,210
3892154,1367218,210
3892154,4144154,210
3892154,2429175,210
3892154,4222885,210
3892154,3222995,210
3892154,719905,210
3892154,604755,210
3892154,998516,210
3892154,186118,210
3892154,1843945,210
3892154,2398788,210
3892154,2813622,210
3892154,3424823,210
3892154,241121,210
3892154,2285578,210
3892154,1535154,210
3892154,2001572,210
3892154,1437053,210
3892154,3441728,210
3222995,29625,210
3222995,1367218,210
3222995,4144154,210
3222995,2429175,210
3222995,4222885,210
3222995,3892154,210
3222995,719905,210
3222995,604755,210
3222995,998516,210
3222995,186118,210
3222995,1843945,210
3222995,2398788,210
3222995,2813622,210
3222995,3424823,210
3222995,241121,210
3222995,2285578,210
3222995,1535154,210
3222995,2001572,210
3222995,1437053,210
3222995,3441728,210
2813622,29625,210
2813622,1367218,210
2813622,4144154,210
2813622,2429175,210
2813622,4222885,210
2813622,3892154,210
2813622,3222995,210
2813622,719905,210
2813622,604755,210
2813622,998516,210
2813622,186118,210
2813622,1843945,210
2813622,2398788,210
2813622,3424823,210
2813622,241121,210
2813622,2285578,210
2813622,1535154,210
2813622,2001572,210
2813622,1437053,210
2813622,3441728,210
719905,29625,210
719905,1367218,210
719905,4144154,210
719905,2429175,210
719905,4222885,210
719905,3892154,210
719905,3222995,210
719905,604755,210
719905,998516,210
719905,186118,210
719905,1843945,210
719905,2398788,210
719905,2813622,210
719905,3424823,210
719905,241121,210
719905,2285578,210
719905,1535154,210
719905,2001572,210
719905,1437053,210
719905,3441728,210
998516,29625,210
998516,1367218,210
998516,4144154,210
998516,2429175,210
998516,4222885,210
998516,3892154,210
998516,3222995,210
998516,719905,210
998516,604755,210
998516,186118,210
998516,1843945,210
998516,2398788,210
998516,2813622,210
998516,3424823,210
998516,241121,210
998516,2285578,210
998516,1535154,210
998516,2001572,210
998516,1437053,210
998516,3441728,210
241121,29625,210
241121,1367218,210
241121,4144154,210
241121,2429175,210
241121,4222885,210
241121,3892154,210
241121,3222995,210
241121,719905,210
241121,604755,210
241121,998516,210
241121,186118,210
241121,1843945,210
241121,2398788,210
241121,2813622,210
241121,3424823,210
241121,2285578,210
241121,1535154,210
241121,2001572,210
241121,1437053,210
241121,3441728,210
1535154,29625,210
1535154,1367218,210
1535154,4144154,210
1535154,2429175,210
1535154,4222885,210
1535154,3892154,210
1535154,3222995,210
1535154,719905,210
1535154,604755,210
1535154,998516,210
1535154,186118,210
1535154,1843945,210
1535154,2398788,210
1535154,2813622,210
1535154,3424823,210
1535154,241121,210
1535154,2285578,210
1535154,2001572,210
1535154,1437053,210
1535154,3441728,210
4144154,29625,210
4144154,1367218,210
4144154,2429175,210
4144154,4222885,210
4144154,3892154,210
4144154,3222995,210
4144154,719905,210
4144154,604755,210
4144154,998516,210
4144154,186118,210
4144154,1843945,210
4144154,2398788,210
4144154,2813622,210
4144154,3424823,210
4144154,241121,210
4144154,2285578,210
4144154,1535154,210
4144154,2001572,210
4144154,1437053,210
4144154,3441728,210
604755,29625,210
604755,1367218,210
604755,4144154,210
604755,2429175,210
604755,4222885,210
604755,3892154,210
604755,3222995,210
604755,719905,210
604755,998516,210
604755,186118,210
604755,1843945,210
604755,2398788,210
604755,2813622,210
604755,3424823,210
604755,241121,210
604755,2285578,210
604755,1535154,210
604755,2001572,210
604755,1437053,210
604755,3441728,210
2398788,29625,210
2398788,1367218,210
2398788,4144154,210
2398788,2429175,210
2398788,4222885,210
2398788,3892154,210
2398788,3222995,210
2398788,719905,210
2398788,604755,210
2398788,998516,210
2398788,186118,210
2398788,1843945,210
2398788,2813622,210
2398788,3424823,210
2398788,241121,210
2398788,2285578,210
2398788,1535154,210
2398788,2001572,210
2398788,1437053,210
2398788,3441728,210
1437053,29625,210
1437053,1367218,210
1437053,4144154,210
1437053,2429175,210
1437053,4222885,210
1437053,3892154,210
1437053,3222995,210
1437053,719905,210
1437053,604755,210
1437053,998516,210
1437053,186118,210
1437053,1843945,210
1437053,2398788,210
1437053,2813622,210
1437053,3424823,210
1437053,241121,210
1437053,2285578,210
1437053,1535154,210
1437053,2001572,210
1437053,3441728,210
186118,29625,210
186118,1367218,210
186118,4144154,210
186118,2429175,210
186118,4222885,210
186118,3892154,210
186118,3222995,210
186118,719905,210
186118,604755,210
186118,998516,210
186118,1843945,210
186118,2398788,210
186118,2813622,210
186118,3424823,210
186118,241121,210
186118,2285578,210
186118,1535154,210
186118,2001572,210
186118,1437053,210
186118,3441728,210
1843945,29625,210
1843945,1367218,210
1843945,4144154,210
1843945,2429175,210
1843945,4222885,210
1843945,3892154,210
1843945,3222995,210
1843945,719905,210
1843945,604755,210
1843945,998516,210
1843945,186118,210
1843945,2398788,210
1843945,2813622,210
1843945,3424823,210
1843945,241121,210
1843945,2285578,210
1843945,1535154,210
1843945,2001572,210
1843945,1437053,210
1843945,3441728,210
2285578,29625,210
2285578,1367218,210
2285578,4144154,210
2285578,2429175,210
2285578,4222885,210
2285578,3892154,210
2285578,3222995,210
2285578,719905,210
2285578,604755,210
2285578,998516,210
2285578,186118,210
2285578,1843945,210
2285578,2398788,210
2285578,2813622,210
2285578,3424823,210
2285578,241121,210
2285578,1535154,210
2285578,2001572,210
2285578,1437053,210
2285578,3441728,210
3441728,29625,210
3441728,1367218,210
3441728,4144154,210
3441728,2429175,210
3441728,4222885,210
3441728,3892154,210
3441728,3222995,210
3441728,719905,210
3441728,604755,210
3441728,998516,210
3441728,186118,210
3441728,1843945,210
3441728,2398788,210
3441728,2813622,210
3441728,3424823,210
3441728,241121,210
3441728,2285578,210
3441728,1535154,210
3441728,2001572,210
3441728,1437053,210
2429175,29625,210
2429175,1367218,210
